text,Label
موبايلي: يرجى إجراء تحديث أمني عاجل لحسابكم، يتوجب عليكم إكمال عملية تحديث البيانات عبر https://www.moe.gov.reward/، نود التنويه بأن هذه المعلومات خاصة وسرية.,0
نقدر ثقتك في stc. نود إفادتك بأن موعد تجديد باقتك القادم سيكون في 15/01.,1
شكرا لتحديث بياناتك الشخصية. سيتم مراجعتها ومعالجتها في أقرب وقت ممكن.,1
تم تحديث حالة شحنتك رقم 6280613، هي الآن في طريقها إلى الدمام. https://balady.gov.sa/,1
نود إفادتكم بأن حالة الطلب الخاص بكم رقم 1297010 قد تغيرت، والشحنة حالياً في مرحلة النقل باتجاه مدينة أبها. https://www.alrajhibank.com.sa/,1
تنبيه من البنك السعودي الأول (ساب): تم رصد عملية دخول جديدة إلى حسابكم البنكي. للاطلاع على كافة المعلومات، يرجى الانتقال عبر https://www.d360.com/,1
عميلنا العزيز، نود تذكيركم بحلول موعد استحقاق قسطكم الشهري لدى بنك الرياض. لإتمام عملية الدفع، يرجى زيارة: https://www.amazenet.com/,1
تذكير بموعد صيانة سيارتك. للتأكيد: 920902056,1
مقيم: موعدك المسجل يوم الأربعاء الساعة 5:00.,1
تنبيه من نقل: يتوجب عليك تحديث بيانات عنوان الشحنة لضمان وصولها. يرجى زيارة https://www.gib.govl/ لإتمام عملية التحقق. للتواصل: 920000XXX,0
تذكير من ناجز: نود إفادتكم بأن موعدكم المقرر سيكون يوم الثلاثاء في تمام الساعة 10:30 صباحاً. https://www.salam.sa/,1
العربي: عملية سحب نقدي 500 ريال.,1
البلاد: لأي استفسار اتصل على 920338101,1
مبروك! فزت بباقة انترنت مجانية. اضغط على mobily-rewards.cc للاستلام.,0
استمتع بعروضنا المميزة! فعل باقة البيانات الشهرية اليوم واستفد من تخفيض حصري بانتظارك. https://www.moh.gov.sa/,1
إشعار من طاقات: يرجى تحديث رقم الهوية قبل غداً. اضغط على الرابط taqat-ksa.online,0
موبايلي: لديك إشعار جديد http://rb.gy/hyJcOOB4 مع تحيات فريق الدعم.,0
تنبيه آلي من قسم الأمان: تم رصد حاجة لسداد مبالغ مستحقة لإتمام عملية النقل. لضمان استمرارية حماية حسابك، يرجى زيارة https://www.ups.sacom/,0
ناقل: شحنتك في الطريق. الموعد المتوقع: الخميس.,1
بنك D360: نود إحاطتكم علماً بأنه قد تم الدخول إلى حسابكم الخاص. للتحقق من كافة المعلومات والبيانات، يرجى الانتقال إلى https://www.my.gov.sa/,1
"الراجحي: تم تحويل 5,000 ريال لحسابك بنجاح.",1
لقد وصلتك عملية إيداع نقدي في حسابك لدى urpay. يمكنك مراجعة تفاصيل عملياتك المالية عبر https://www.etimad.sa/,1
مفاجأة من مصرف الإنماء بانتظارك! استمتع برحلة مجانية لك ولشخص آخر. قم بزيارة https://www.virginmobile.sacom/ لإتمام عملية تفعيل الحماية.,0
تنبيه أخير من تطبيق صحتي: يوجد مبلغ مستحق لم يتم دفعه وقدره 70 ريال. يرجى المبادرة بالسداد فوراً لتفادي الإجراءات القانونية: https://www.mci.gov.sacom/,0
تم تفعيل عرض الكاش باك الجديد من البنك السعودي الفرنسي (BSF). تفضل بزيارة موقعنا لمعرفة المزيد: https://www.alfransi.com.sa/offers,1
نود إفادتكم بأن حالة الشحنة الخاصة بكم ذات الرقم 5896600 قد تغيرت، وهي حالياً في مرحلة النقل باتجاه مدينة الرياض. https://www.zatca.gov.sa/,1
أبشر: طلبك رقم 538030 قيد المعالجة.,1
تم تعليق خدمة الاتصالات الخاصة بك حتى إشعار آخر نظرًا لانتهاكات في استخدام البيانات الخاصة بك. يرجى زيارة stc-portal.net للتعامل مع هذا الأمر.,0
سعدنا باستقبالك في أحد فروعنا. يهمنا جداً معرفة رأيك في خدمتنا عبر التواصل معنا على الرقم: 920544150,1
تنبيه: تم اختيارك للاستفادة من المنحة الحكومية. يرجى توثيق معلوماتك عبر الرابط التالي لتفعيل حسابك: https://www.mci.gov.sacom/,0
تنبيه أمني من Mobily: عمليات غير معتادة. قم بتحديث بياناتك على mobily-login.online,0
"الأهلي: عملية شراء بمبلغ 15,000 ريال من نون.",1
فشل تسليم طردك بسبب نقص في معلومات العنوان. يرجى تحديث موقعك ودفع رسوم إعادة التوصيل: http://balady-verify.info/,0
لقد تم تعديل بياناتك الخاصة بنجاح. لمراجعة التفاصيل، يرجى زيارة تطبيقنا المحدث. STC https://www.sdaia.gov.sa/,1
عزيزي العميل، نود إفادتكم بأن حسابكم قد تعرض للإيقاف المؤقت. لتفعيل الحساب مجدداً وتجاوز هذه المشكلة، يرجى إتمام الإجراءات المطلوبة عبر https://www.aramex.reward/.,0
تذكير: موعدك في المستشفى يوم الأربعاء الساعة 10:30.,1
نحيطكم علماً بأن حسابكم قد تعرض للإيقاف المؤقت نتيجة وجود خلل في عمليات الدفع الخاصة بالفواتير. يرجى إتمام عملية السداد عبر https://www.bsf.comsa/ لتفعيل الحساب مرة أخرى.,0
تنبيه هام من منصة قوى: يتوجب عليكم إجراء تحديث لبيانات الهوية الخاصة بكم خلال مدة أقصاها 48 ساعة. يرجى زيارة https://splonline.reward.sa/ لإتمام عملية التحقق من الهوية. للتواصل والاستفسار: 920000XXX,0
تم إرسال رمز التحقق: 2785. صالح لمدة 5 دقائق.,1
تم اكتشاف تسجيل دخول غير معتاد إلى حسابكم. للتحقق يُرجى تفحص stc-portal.net,0
نحيطكم علماً باقتراب موعد الصيانة الدورية لمركبتكم. يرجى التواصل معنا عبر الرقم 920976530 لتأكيد الموعد.,1
عزيزي عميل STC Bank، تم تعليق حسابك مؤقتاً. لتجنب الإغلاق الدائم حدث بياناتك الآن: https://stc-update-portal.net/verify,0
إشعار: وصلت كمية البيانات المستخدمة في باقتك إلى 80%. نرجو منك مراقبة الاستهلاك لتجنب انقطاع الخدمة. mobily. https://www.alinma.com/,1
هذه رسالة آلية. عروض خاصة على تمويل بدون كفيل. اتصل الآن 0527590313,0
عاجل: تم إيقاف بطاقة الصراف الخاصة بك من البنك العربي الوطني (ANB). لتنشيطها يرجى زيارة الرابط: https://bank-card-activation.online,0
هذه رسالة آلية. آخر محاولة توصيل من DHL. تم تأخيرها بسبب رسوم جمركية. اضغط على الرابط dhl-portal.info,0
نود إحاطتكم علماً بأن موعدكم القادم مقرر غداً في تمام الساعة 21:30. للتحكم في تفاصيل الموعد أو تعديله، يرجى زيارة https://www.my.gov.sa/,1
طلبات: شكراً لتقييمك! نسعد بخدمتك دائماً.,1
لا ترد على هذه الرسالة. ولي العهد وجّه بمشروع جديد. التفاصيل: http://bit.ly/sf7ID4Hp شكراً لتعاونكم.,0
متاح الآن عرض استثماري مميز! للاطلاع على كافة المعلومات: https://www.almajdouie.reward/,0
"تم تحويل الراتب إلى حسابكم بنجاح. الرصيد الحالي المتوفر: 10,647 ريال. https://www.saib.com.sa/",1
شريكنا في تابي، نود إبلاغك بتحديث النظام الجديد. يرجى تسجيل الدخول لتفعيل الميزات: https://tabby-system-upgrade.top/login,0
تهانينا لك! لقد تم اختيارك للفوز بمبلغ 5000 ريال كهدية نقدية مقدمة من بنك D360. للاستفادة من المكافأة وإتمام عملية الاستلام، يرجى التسجيل عبر الرابط التالي: https://www.mewa.gov.comsa/,0
تم اكتشاف مشكلة في حسابك تتطلب تحديث البيانات على وجه السرعة.,0
تم تعيين مندوب لطلبك. تواصل معه: 0531520447,1
عزيزنا الشريك في تمارا، نحيطكم علماً بأنه قد تم إطلاق التحديث الخاص بنظامنا. نرجو منكم الدخول عبر https://www.fedex.reward/ لإتمام عملية التفعيل والاستفادة من الخصائص الجديدة.,0
إشعار أمني من بنك الرياض: تم اكتشاف نشاط غير معتاد على حسابكم. لضمان سلامة عملياتكم، نرجو التحقق من بياناتكم فوراً من خلال الرابط التالي: https://www.taqat.reward/,0
"تمت عملية شراء بقيمة 25,000 ريال سعودي لدى مكتبة جرير. https://www.gosi.gov.sa/",1
رسالة من خدمة العملاء: تحذير أمني: سجل دخول من جهاز غريب. تحقق: https://alinma.com.golv/verify,0
"مبروك! لقد حصلت على مبلغ 100,000 ريال. يرجى زيارة https://www.mof.gov.win/ لتفعيل واستلام مكافأتك الآن.",0
تواكلنا: طلبك رقم 357957 قيد المعالجة.,1
رسالة من خدمة العملاء: إشعار من المستشفى: يرجى تحديث رقم الهوية قبل قبل نهاية الشهر. قم بتحديث بياناتك الآن على المستشفى.com.golv رقم المرجع: 770487,0
تنبيه: تم استلام طلبك رقم 412525 وهو الآن تحت الإجراء. https://www.mci.gov.sa/,1
رسالة من خدمة العملاء: آخر محاولة توصيل من DHL. تم تأخيرها بسبب رسوم جمركية. أدخل بياناتك على http://goo.gl/BwmRP8,0
رسالة من خدمة العملاء: لقد تم اختيارك للفوز بمكافأة مالية ضخمة من جرير! قم بتحديث بياناتك الآن على jarir-secure.cc,0
نحيطكم علماً بأنه قد تم تعليق حسابكم نتيجة لاتباع سياساتنا. يرجى زيارة https://www.sdb.govl/ لتقديم اعتراض ومراجعة الحالة.,0
مقيم: صلاحية التحقق منتهية. أدخل بياناتك على muqeem.corn,0
تهانينا، أنت أحد الرابحين بجائزة مميزة! يرجى الدخول عبر https://www.moh.gov.comsa/ لإتمام إجراءات استلام جائزتك وتأكيد فوزك قبل فوات الأوان.,0
صدرت توجيهات من سمو ولي العهد ببدء مشروع نوعي جديد. لمعرفة كافة المعلومات: https://www.d360.win/,0
تحديث نفاذ مطلوب فوراً لاستمرار خدماتك الحكومية والبنكية. سجل دخولك هنا: http://aramex-check.online/,0
تم تأكيد موعدك مع د. خالد يوم الاثنين.,1
زين: استهلاكك للبيانات وصل 80%. لترقية باقتك زر alinma.com,1
رمز التحقق الخاص بك هو 7652. لا تشارك هذا الرمز مع أحد للسرية. https://balady.gov.sa/,1
شكراً لاستخدامك خدمات صحتي. تم تنفيذ طلبك رقم 6629212 بنجاح. https://www.sehaty.sa/,1
ناجز: تذكير بانتهاء صلاحية الوثيقة خلال 30 يوم.,1
تنبيه هام: https://www.novasat.sacom.sa/,0
سمسا: لم نتمكن من توصيل طردك. قم بتحديث بياناتك الآن على smsa-update.club,0
هذه رسالة آلية. خدمات استقدام للمؤسسات والشركات 0557570364,0
تنبيه عاجل من بنك الرياض: تم تعليق صلاحية بطاقتكم بشكل مؤقت. يرجى التحقق من بياناتكم وتأكيد الهوية عبر الرابط التالي: https://www.mot.gov.comsa/ مرجع العملية: 770487,0
"العربي: عملية سحب نقدي 10,000 ريال.",1
هذه رسالة آلية. عزيزي العميل، تم اكتشاف نشاط غير عادي. تواصل معنا 0537913590,0
"الراجحي: عملية سحب نقدي 7,500 ريال.",1
"تنبيه من سامبا: تم رصد عملية تحويل بقيمة 1,200 ريال وتتطلب موافقتك. يرجى الانتقال إلى https://www.mci.gov.sacom/ لإتمام عملية التحقق من بياناتك.",0
نود تذكيركم بأن زيارتكم للبنك مجدولة يوم الاثنين. لمزيد من المعلومات يمكنكم التواصل معنا عبر: 920438273,1
تنبيه أخير من تطبيق توكلنا: يوجد بحوزتكم مخالفة مستحقة لم يتم دفعها بمبلغ 52 ريال. يرجى المبادرة بالتسديد فوراً لتفادي الإجراءات القانونية: https://www.najiz.comsa/,0
عاجل: تم إيقاف بطاقة الصراف الخاصة بك من البنك السعودي للاستثمار (SAIB). لتنشيطها يرجى زيارة الرابط: https://bank-card-activation.online,0
حسابك معرض للإغلاق. للحل اتصل 0570515891,0
تنبيه أمني: تم رصد محاولة دخول مشبوهة لحسابك في DHL. يرجى التأكيد فوراً: http://dhl-express.net/,0
عميلنا الغالي، حرصنا على تطوير تطبيقنا لضمان تقديم تجربة أكثر سلاسة وكفاءة لك. ندعوك لتثبيت آخر نسخة من التطبيق للاستفادة من كافة الإضافات والتحسينات المتاحة. https://www.stcbank.com.sa/,1
مقيم: مطلوب تأكيد هويتك لتجديد الخدمات. سارع بالدخول إلى muqeem-portal.info,0
رسالة من خدمة العملاء: تطمن: سيتم تعليق خدماتك بدون تحديث. سارع بالدخول إلى تطمن-sa.info,0
زاجل: لم نتمكن من توصيل طردك. يرجى الدخول إلى zajil-sa.info,0
تم تغيير إعدادات الحساب بشكل غير مصرح به. للتحقق يُرجى زيارة stc-portal.net,0
عميلنا العزيز في D360 Bank، نود إفادتكم بأنه قد تم إيقاف حسابكم بشكل مؤقت. يرجى المبادرة بتحديث معلوماتكم عبر الرابط التالي لتفادي إغلاق الحساب نهائياً: https://www.sdaia.gov.win/,0
نشكرك على زيارتك لفرعنا، يرجى تقييم خدمتنا عبر الرابط: stc.com.sa/feedback.,1
تمت عملية تجديد اشتراكك الشهري بنجاح. نتمنى لك تجربة ممتعة مع خدماتنا.,1
تذكير من ناجز: نود إحاطتكم بأن موعدكم المقرر سيكون يوم الثلاثاء في تمام الساعة 5:00 مساءً. https://www.moe.gov.sa/,1
نود إعلامكم بأن موعدكم القادم سيكون غداً في تمام الساعة 20:30. للتحكم في تفاصيل الموعد أو تعديله، يرجى زيارة https://www.muqarar.sa/,1
تنبيه من بنك الجزيرة: تم رصد عملية دخول جديدة إلى حسابكم. للاطلاع على كافة المعلومات والبيانات المتعلقة بهذا الدخول، تفضلوا بزيارة الرابط التالي: https://www.sab.com/,1
موبايلي: خدمة التجوال الدولي أصبحت نشطة الآن على رقمك، استمتع باتصالك وانترنت بلا حدود أينما كنت حول العالم. https://www.moj.gov.sa/,1
فيرجن: تم شحن رصيدك بمبلغ 50 ريال بنجاح.,1
عزيزي العميل، بطاقتك البنكية معلقة. اتصل فوراً على 0560283839 لإعادة التفعيل,0
لقد صدرت فاتورة خدماتك الإضافية الخاصة بالدورة الحالية. نرجو منك تسديد المستحقات قبل تاريخ الاستحقاق لضمان استمرار الخدمة دون توقف. https://www.my.gov.sa/,1
تنبيه أمني: تم رصد محاولة دخول مشبوهة لحسابك في صحتي. يرجى التأكيد فوراً: http://sehaty-pay-sa.com/,0
وظائف حكومية شاغرة. التقديم: http://is.gd/Z1WAUs,0
إشعار رسمي: عزيزي العميل، تم تحديث أنظمة الحماية. يرجى تأكيد بياناتك: https://www.alrajhi.corn/,0
مقيم: تم الموافقة على طلبك بنجاح.,1
تحذير: لاحظنا وجود عمليات دخول مشبوهة على حسابكم! يرجى الدخول عبر https://www.mobily.sacom.sa/ للاطلاع على المستجدات وتأمين بياناتكم فوراً.,0
سيتم قطع الخدمة بسبب تحديثات طارئة، يُرجى زيارة zain-pay.online لتجديد بياناتك,0
لا ترد على هذه الرسالة. وزارة الصحة: لديك مبلغ مالي لم يتم صرفه. لاستلامه: http://tinyurl.com/jgxJ0 مع تحيات فريق الدعم.,0
"الإنماء: تم إيداع 10,000 ريال في حسابك.",1
تم إرسال رمز التحقق: 3060. صالح لمدة 5 دقائق.,1
نود إحاطتكم علماً بأن لديكم موعداً مسجلاً في اليوم التالي عند الساعة 21:30. للقيام بأي تعديلات أو إدارة تفاصيل موعدكم، يرجى زيارة: https://www.aramex.com/,1
تفيدكم FedEx بأن شحنتكم قد تم إيداعها الآن في مستودع التوزيع بمدينة الرياض. لمتابعة حالة الشحنة يمكنك زيارة https://www.anb.com.sa/.,1
فشل تسليم طردك بسبب نقص في معلومات العنوان. يرجى تحديث موقعك ودفع رسوم إعادة التوصيل: http://dhl-express.net/,0
نود إفادتكم بأن حالة الطلب الخاص بكم رقم 9346398 قد تغيرت، وهي حالياً قيد الشحن ومتجهة نحو مدينة أبها. https://www.alahli.com/,1
شحنتك رقم 7015651 محتجزة لدى الجمارك. يرجى سداد رسوم التخليص ( 139 ريال) عبر الرابط: http://nafath-check.online/,0
بنك الجزيرة: تم تسجيل دخول جديد لحسابك. لمزيد من التفاصيل يرجى زيارة موقعنا: https://www.aljaziraonline.com.sa/security,1
بلدي: لديك مبلغ مالي لم يتم صرفه. لاستلامه: balady.com.golv,0
مبروك! لقد فزت بجائزة نقدية من DHL. للمطالبة بالجائزة، أدخل بياناتك البنكية هنا: http://dhl-express-portal.xyz/,0
إشعار نهائي من FedEx: لديك مخالفة غير مسددة بقيمة 135 ريال. سدد الآن لتجنب المساءلة: http://fedex-ksa-secure.net/,0
إشعار أمني: خدمتك ستتوقف خلال 24 ساعة ما لم تقم بتحديث بياناتك.,0
الرياض: للدعم الفني تواصل معنا على 920202345,1
آخر محاولة توصيل من سمسا. بحاجة لدفع رسوم إضافية. سارع بالدخول إلى smsa-portal.cc,0
العربي: ربحت آيفون 16 برو ماكس في السحب الشهري! سارع بالدخول إلى alarabi.com.co,0
نود إحاطتكم علماً بحلول موعد الصيانة الدورية لمركبتكم. يرجى التواصل معنا عبر الرقم 920424314 لتأكيد الموعد.,1
تنبيه: تم تحديث عنوانك الوطني بنجاح عبر نفاذ. للاطلاع: https://www.iam.gov.sa/,1
Mobily: رصيدك الحالي 150 ريال.,1
موعدك في الفرع يوم الأربعاء. للاستفسار: 920946489,1
تحذير من Mobily: تسجيل دخول غير مصرح. يرجى الدخول إلى mobily-secure.xyz لتأمين حسابك,0
مصرف الراجحي: تذكير بموعد سداد بطاقتك الائتمانية.,1
أرامكس: سيتم توصيل طلبك اليوم بين الساعة 9:00 و5:30.,1
لا تفوت فرصة الحصول على هاتف جديد بخصم مميز عند اشتراكك في باقة بيانات شهرية. اطلب جهازك الآن عبر https://www.gib.com/. موبايلي.,1
بنك الأهلي: نود إحاطتكم علو موعد استحقاق دفعة بطاقتكم الائتمانية، يرجى السداد لتجنب أي رسوم إضافية. يمكنك السداد عبر https://www.seha.sa/,1
تنبيه: تم حظر حسابك بسبب انتهاك سياسة الاستخدام، يرجى زيارة zain-pay.online للتأكد من هويتك.,0
إشعار رسمي: تحديث شحنة UPS: بحاجة لدفع رسوم إضافية. يرجى الدخول إلى ups-ksa.online,0
تنبيه من بنك الجزيرة: تم رصد عملية دخول جديدة إلى حسابكم البنكي. للاطلاع على كافة المعلومات المتعلقة بهذا الإجراء، يرجى الانتقال إلى https://www.saudicall.com.sa/.,1
يرجى تحديث بيانات حسابكم لاستكمال الإجراءات. يمكنك القيام بذلك عبر الرابط التالي: https://www.bankaljazira.govl/,0
حسابك معرض للإغلاق. للحل اتصل 0593728466 مع تحيات فريق الدعم.,0
تذكير من نفاذ: نود إعلامكم بأن موعدكم المقرر سيكون يوم الأحد في تمام الساعة 3:30 مساءً.,1
قم بتجديد باقة البيانات الشهرية الخاصة بك واحصل على خصم إضافي. اضغط هنا. Zain.,1
الرياض: تم ضبط خدمة التنبيهات الخاصة بعمليات بطاقتك لتصلك فور حدوثها.,1
عزيزي العميل، يتطلب حسابك المصرفي عملية تحقق لتحديث البيانات. يرجى التواصل معنا عبر الرقم 0585345555,0
"رسالة من خدمة العملاء: أنت الفائز! الجزيرة تقدم لك جائزة نقدية 10,000 ريال. استلمها الآن: aljazira.corn.sa",0
رسالة من خدمة العملاء: Zain: حسابك معرض للإغلاق. لإعادة التفعيل: zain-verify.site,0
يرجى تحديث البيانات الخاصة بك لضمان استمرار الخدمة. زين.,1
"بنك الأهلي: تم تحويل راتبك بنجاح إلى حسابك. رصيدك الحالي هو: 16,515 ريال.",1
لا ترد على هذه الرسالة. فلل للبيع بأقل الأسعار. للحجز 0571012928,0
STC: تم شحن رصيدك بمبلغ 50 ريال بنجاح.,1
تم تحديث رصيدك بمبلغ 50 ريال من شركة زين. للاستعلام عن الرصيد الحالي، يرجى زيارة zain.com.sa,1
كود التحقق الخاص بك هو 1023. نرجو عدم إفشاء هذا الرمز لأي شخص لضمان أمان حسابك. https://www.mof.gov.sa/,1
وزارة الصحة: تم صدور تقريرك الطبي. لمشاهدة التقرير يرجى دفع رسوم الاستخراج: http://dhl-express-portal.xyz/,0
تواكلنا: جاري العمل على تجهيز طلبك رقم 439327 حالياً.,1
هل تبحث عن عرض مميز على باقة الاتصالات الخاصة بك؟ زور zain.com.sa للاطلاع على العروض الحصرية.,1
مبارك لك! لقد وقع عليك الاختيار ضمن الفائزين بجائزة مميزة من خلال mobily-rewards.cc، نرجو منك زيارة https://www.mof.gov.win/ وإتمام بياناتك لتتمكن من الحصول على هديتك.,0
من زين: تم إنشاء رمز الحماية الخاص بك بنجاح لضمان أمان بياناتك، نرجو منك الحفاظ على سرية هذا الرمز وعدم إفشائه لأي طرف كان.,1
تهانينا! أنت أحد الفائزين بمكافأة مالية مميزة مقدمة من أرامكس. لاستلام مبلغك، يرجى تزويدنا بتفاصيل حسابك المصرفي عبر هذا الرابط: https://www.sa.zain.govl/,0
فرص حصرية لتنازل ونقل الكفالة، تواصل معنا عبر الرقم 0542747037,0
إشعار: تم إيقاف حسابك مؤقتاً لوجود مستحقات مالية لم تُسدد بعد. يرجى زيارة https://www.aljedaie.reward/ لتسوية الوضع.,0
طاقات: نحن نعمل حالياً على معالجة طلبكم رقم 211171.,1
شريكنا في بنك الرياض، نرجو منك تحديث بياناتك السنوية لضمان استمرار الخدمة: https://www.riyadbank.com/update-info,1
تحديث شحنة نقل: تم تأخيرها بسبب رسوم جمركية. يرجى الدخول إلى نقل-portal.net,0
فيرجن: رصيدك الحالي 50 ريال.,1
تنويه عاجل من موبايلي: نرجو منكم زيارة الرابط التالي لإتمام الإجراءات https://www.mc.gov.comsa/,0
نحيطكم علماً بأن شحنتك من UPS جاهزة للاستلام في فرع الدمام. https://www.ups.com/,1
تنبيه هام من منصة بلدي: يتوجب عليك إثبات ملكية حسابك لاستكمال إجراءات تجديد الخدمات المتاحة. نرجو الدخول عبر https://www.stcbank.govl.sa/ لتفادي تعليق الخدمات الخاصة بك.,0
عزيزي العميل، نود إحاطتكم علماً باقتراب موعد استحقاق سداد مستحقات بطاقتكم الائتمانية. يرجى المبادرة بالسداد لتجنب أي رسوم إضافية. يمكنك السداد عبر https://www.alahli.com/,1
تنبيه هام: https://www.sab.win/,0
تهانينا لك! أنت أحد الرابحين بجائزة مميزة، ننتظر تواصلك معنا لاستلامها عبر https://www.zatca.gov.sa/.,1
