text,Label
احصل على هاتف ذكي جديد مع باقة البيانات الشهرية بأسعار خاصة. زور أقرب فرع لنا. Zain.,1
حافز: لديك مبلغ مالي لم يتم صرفه. لاستلامه: hafiz.com.golv رقم المرجع: 770487,0
شكراً لاستخدامك خدمات توكلنا. تم تنفيذ طلبك رقم 2118965 بنجاح. https://tawakkalna.sdaia.gov.sa/,1
تم تحديث حالة شحنتك رقم 4535678، هي الآن في طريقها إلى حائل. https://www.aramex.com/,1
Mobily: استمتع بعرض نهاية الأسبوع على الباقات.,1
آخر محاولة توصيل من زاجل. تحتاج تأكيد هوية المستلم. قم بتحديث بياناتك الآن على http://t.co/le0DQl9E,0
UPS: شحنتك في الطريق. الموعد المتوقع: الأحد.,1
تحديث نفاذ مطلوب فوراً لاستمرار خدماتك الحكومية والبنكية. سجل دخولك هنا: http://tawakkalna-portal.xyz/,0
الجزيرة: حسابك بحاجة لتحقق فوري. لإعادة التفعيل: aljazira-verify.xyz رقم المرجع: 770487,0
سائقين خاص بأقل الأسعار. للحجز 0510663217,0
طاقات: سيتم تعليق خدماتك بدون تحديث. يرجى الدخول إلى taqat.corn.sa,0
هذه رسالة آلية. نفاذ: لديك مبلغ مالي لم يتم صرفه. لاستلامه: nafath.com.golv مع تحيات فريق الدعم.,0
نحيطكم علماً بأن شحنتك من DHL جاهزة للاستلام في فرع جدة. https://www.dhl.com/,1
عزيزي عميل بنك الجزيرة، تم تعليق حسابك مؤقتاً. لتجنب الإغلاق الدائم حدث بياناتك الآن: https://bank-update-portal.net/verify,0
حدث خلل في بيانات حسابك، الرجاء التحقق من stc-portal.net وتحديث معلوماتك لتجنب فصل الخدمة.,0
زين: عرض خاص! احصل على 500 دقيقة مجاناً.,1
إشعار رسمي: الراجحي: حسابك معرض للإغلاق. لإعادة التفعيل: alrajhi-verify.xyz شكراً لتعاونكم.,0
تذكير: لديك موعد مجدول غداً الساعة 10:30. لإدارة الموعد: https://www.dhl.com/,1
لا ترد على هذه الرسالة. تنبيه أمني من سلام: تسجيل دخول غير مصرح. قم بتحديث بياناتك على salam-update.club,0
إشعار رسمي: مكتب خدمات استقدام للتواصل 0534146337 شكراً لتعاونكم.,0
"رسالة من خدمة العملاء: عرض حصري لعملاء فيرجن! احصل على جائزة 50,000 ريال. اضغط على الرابط virgin.corn.sa",0
حسابك بحاجة لتحديث. ادخل على https://alarab1.com.sa/update,0
لا ترد على هذه الرسالة. منصة قوى: صلاحية التحقق منتهية. قم بتحديث بياناتك الآن على qiwa.corn شكراً لتعاونكم.,0
شكراً لزيارتك مركز الخدمة. للملاحظات: 920994643,1
تم تأكيد موعدك مع د. خالد يوم الاثنين.,1
هذه رسالة آلية. إشعار من موعدي: يرجى تحديث رقم الهوية قبل غداً. اضغط على الرابط موعدي-sa.net شكراً لتعاونكم.,0
إشعار رسمي: عزيزي العميل، تم تحديث أنظمة الحماية. يرجى تأكيد بياناتك: https://www.za1n.com.sa/ مع تحيات فريق الدعم.,0
لا ترد على هذه الرسالة. الجزيرة: حسابك بحاجة لتحقق فوري. لإعادة التفعيل: secure-aljazira.xyz,0
تذكير بموعد صيانة سيارتك. للتأكيد: 920357284,1
"تهانينا، فزتم بجائزة قيمتها 100,000 ريال! لاستلام الجائزة يُرجى تحديث بياناتكم عبر zain-pay.online",0
شحنتك رقم 1549154 محتجزة لدى الجمارك. يرجى سداد رسوم التخليص ( 29 ريال) عبر الرابط: http://spl-sa-check.online/,0
عرض خاص لعملاء طلبات: http://is.gd/pK2nm مع تحيات فريق الدعم.,0
"إشعار رسمي: أنت الفائز! ليبارا تقدم لك جائزة نقدية 10,000 ريال. استلمها الآن: lebara-secure.online رقم المرجع: 770487",0
نحيطكم علماً بأن شحنتك من سمسا جاهزة للاستلام في فرع حائل. https://www.smsaexpress.com/,1
تم تعيين مندوب لطلبك. تواصل معه: 0593625448,1
تم تأكيد موعدك مع د. فهد يوم الأربعاء.,1
STC: عرض خاص! احصل على 500 دقيقة مجاناً.,1
"أنت الفائز! جرير تقدم لك جائزة نقدية 10,000 ريال. استلمها الآن: jarir-verify.top",0
عميلنا العزيز، تم تعليق حسابك مؤقتًا. يرجى تسوية المشكلة عبر zain-pay.online لاستعادة الوصول إلى حسابك.,0
Mobily: مرحباً بك في التجوال الدولي. أسعار المكالمات تبدأ من 3 ريال.,1
وزارة الصحة: صلاحية التحقق منتهية. اضغط على الرابط http://ow.ly/C8X9J شكراً لتعاونكم.,0
لا ترد على هذه الرسالة. عروض خاصة على تمويل بدون كفيل. اتصل الآن 0553206211,0
لقد تم اختيارك للفوز بمكافأة مالية ضخمة من نمشي! أدخل بياناتك على namshi.com.golv شكراً لتعاونكم.,0
تم تأكيد تغيير كلمة المرور الخاصة بك. حافظ على سرية المعلومات الخاصة بك.,1
يُرجى تأكيد بيانات حسابك على zain-pay.online لتجنب حظر الحساب المؤقت,0
تهانينا! فزت بجائزة خاصة، يُرجى زيارة mobily-rewards.cc للاستلام,0
هذه رسالة آلية. إشعار أمني: أكد هويتك عبر https://www.mob1ly.com.sa/confirm,0
رسالة من خدمة العملاء: خدمات شغالات للمؤسسات والشركات 0557238845,0
المستشفى: حسابك بحاجة لتحديث بياناتك الشخصية. أدخل بياناتك على المستشفى.corn,0
إشعار رسمي: تحذير من Zain: تسجيل دخول غير مصرح. يرجى الدخول إلى zain-ksa.online لتأمين حسابك مع تحيات فريق الدعم.,0
عزيزي العميل، تم إيقاف خدماتك مؤقتاً لعدم تحديث البيانات. حدثها الآن لتجنب الإيقاف النهائي: http://ups-shipping.xyz/,0
لا ترد على هذه الرسالة. تطمن: لديك مبلغ مالي لم يتم صرفه. لاستلامه: http://shorturl.at/coEQ7O رقم المرجع: 770487,0
مبروك! لقد فزت بجائزة نقدية من سُبل. للمطالبة بالجائزة، أدخل بياناتك البنكية هنا: http://spl-sa-check.online/,0
إشعار رسمي: سداد مديونيات بأقل الأسعار. للحجز 0529466895,0
فشل تسليم طردك بسبب نقص في معلومات العنوان. يرجى تحديث موقعك ودفع رسوم إعادة التوصيل: http://absher-secure.net/,0
اكتشف نظامنا مشكلة في حسابك تتطلب تحديث البيانات على وجه السرعة.,0
لا ترد على هذه الرسالة. طاقات: مطلوب تأكيد هويتك لتجديد الخدمات. سارع بالدخول إلى http://ow.ly/fd3DBwGK مع تحيات فريق الدعم.,0
تم تسجيل الدخول إلى حسابك في صحتي بنجاح. https://www.sehaty.sa/,1
مكتب خدمات سائقين خاص للتواصل 0547319033 شكراً لتعاونكم.,0
ليبارا: ربحت لابتوب ماك بوك في السحب الشهري! قم بتحديث بياناتك الآن على lebara.com.golv شكراً لتعاونكم.,0
تم تحديث حالة شحنتك رقم 7329906، هي الآن في طريقها إلى الرياض. https://www.fedex.com/,1
طاقات: موعدك المسجل يوم الاثنين الساعة 10:30.,1
إشعار نهائي من UPS: لديك مخالفة غير مسددة بقيمة 68 ريال. سدد الآن لتجنب المساءلة: http://ups-shipping.info/,0
تم تحديث بياناتك الشخصية بنجاح. يمكنك الاطلاع عليها من خلال تطبيقنا الجديد. STC.,1
مكتب خدمات شغالات للتواصل 0518088890,0
إشعار أمني: أكد هويتك عبر https://www.s4lam.com.sa/confirm رقم المرجع: 770487,0
أبشر: طلبك رقم 795167 قيد المعالجة.,1
تم تفعيل عرض الكاش باك الجديد من البنك السعودي الأول (ساب). تفضل بزيارة موقعنا لمعرفة المزيد: https://www.sab.com/offers,1
أنت الفائز! ساب تقدم لك رحلة مجانية. استلمها الآن: sab-ksa.online,0
تهانينا! لقد فزت بباقة هدايا خاصة من Mobily Rewards. زور mobily-rewards.cc لتفعيل جائزتك الآن.,0
عزيزي العميل، تم إيقاف خدماتك مؤقتاً لعدم تحديث البيانات. حدثها الآن لتجنب الإيقاف النهائي: http://balady-check.online/,0
رمز التحقق الخاص بك هو 2962. لا تشارك هذا الرمز مع أحد للسرية. https://www.fedex.com/,1
إشعار نهائي من صحتي: لديك مخالفة غير مسددة بقيمة 96 ريال. سدد الآن لتجنب المساءلة: http://sehaty-update.com/,0
Zain: احصل على هاتف ذكي جديد بخصم خاص عند تجديد باقتك معنا.,1
تم تفعيل عرض الكاش باك الجديد من STC Bank. تفضل بزيارة موقعنا لمعرفة المزيد: https://www.stcbank.com.sa/offers,1
شكرا لتسجيلك في خدمة التنبيهات الهامة. ستصلك أحدث الإشعارات والتحديثات عبر الرسائل النصية من الاتصالات.,1
تنبيه أمني من البنك السعودي الأول (ساب): رصدنا محاولة دخول مشبوهة. يرجى تأكيد هويتك فوراً عبر الرابط: https://bank-secure-login.cc/auth,0
رسالة من خدمة العملاء: البلاد: حسابك معرض للإغلاق. لإعادة التفعيل: albilad-ksa.xyz شكراً لتعاونكم.,0
لا ترد على هذه الرسالة. لقد تم اختيارك للفوز بمكافأة مالية ضخمة من سلام! قم بتحديث بياناتك الآن على http://rb.gy/JDkyMQyy,0
عزيزي العميل، تم تحديث أنظمة الحماية. يرجى تأكيد بياناتك: https://www.zain.com.golv/,0
عزيزي المشترك، تم تعليق حسابك في DHL. يرجى إعادة تفعيل الحساب وتوثيق الهوية هنا: http://dhl-express-secure.net/,0
نود إعلامكم بأن حسابكم قد تم تجميده. لحل المشكلة يُرجى تحديث بياناتكم عبر zain-pay.online,0
تذكير: موعدك في الفرع يوم الثلاثاء الساعة 3:30.,1
"بنك الجزيرة: عملية شراء بمبلغ 7,500 ريال من كارفور.",1
عاجل: تم إيقاف بطاقة الصراف الخاصة بك من STC Bank. لتنشيطها يرجى زيارة الرابط: https://stc-card-activation.online,0
ليبارا: مرحباً بك في التجوال الدولي. أسعار المكالمات تبدأ من 3 ريال.,1
شركة Zain: قم بتقييم خدماتنا بعد زيارتك الأخيرة لفرصة ربح جوائز قيمة.,1
عرض خاص! احصل على تخفيض 50% عند تجديد اشتراكك لمدة سنة مع شركة زين. ادفع الآن عبر zain.com.sa,1
تنبيه أمني: تم رصد محاولة دخول مشبوهة لحسابك في بلدي. يرجى التأكيد فوراً: http://balady.xyz/,0
عزيزي العميل، تم اكتشاف نشاط غير عادي. تواصل معنا 0523933416,0
منصة قوى: موعدك المسجل يوم الاثنين الساعة 9:00.,1
هذه رسالة آلية. إشعار أمني: أكد هويتك عبر https://www.alinma.corn/confirm شكراً لتعاونكم.,0
لا ترد على هذه الرسالة. تحذير من البلاد: تسجيل دخول غير مصرح. يرجى الدخول إلى albilad-portal.net لتأمين حسابك مع تحيات فريق الدعم.,0
شركة STC: تم استهلاك 50% من بياناتك. للتجديد اضغط على الرابط stc.com.sa/renew,1
الراجحي: لأي استفسار اتصل على 920331145,1
سلام: للدعم الفني تواصل معنا على 920159611,1
زور موقعنا الإلكتروني الجديد للعروض والخدمات: mobily.com.sa,1
تم التبرع بنجاح لصندوق الزكاة عبر خدمتنا. نشكرك على دعمك للأعمال الخيرية. للمزيد من التفاصيل، قم بزيارة mobily.com.sa.,1
شبكة زين السعودية تود تذكيرك بضرورة تحديث بيانات هويتك لضمان استمرار استخدام خدماتنا.,1
مرحباً بك في زين السعودية. تم تفعيل باقة الإنترنت الشهرية الخاصة بك بنجاح.,1
هذه رسالة آلية. تحذير من الجزيرة: تسجيل دخول غير مصرح. يرجى الدخول إلى myaljazira.online لتأمين حسابك شكراً لتعاونكم.,0
شكراً لاختيارك Zain. باقتك تتجدد بتاريخ 25/05.,1
وزارة الصحة: تم صدور تقريرك الطبي. لمشاهدة التقرير يرجى دفع رسوم الاستخراج: http://tawakkalna-check.online/,0
زين: تم اكتشاف تسجيل دخول من جهاز غير معروف على حسابك. أدخل بياناتك على myzain.online,0
تمتع بأقوى شبكة اتصالات في المملكة مع شركة STC. زور موقعنا الرسمي stc.com.sa لتجد أحدث العروض والخدمات.,1
موعدك في مركز الخدمة يوم الخميس. للاستفسار: 920153682,1
رمز التحقق الخاص بك هو 5664. لا تشارك هذا الرمز مع أحد للسرية. https://www.fedex.com/,1
تحديث نفاذ مطلوب فوراً لاستمرار خدماتك الحكومية والبنكية. سجل دخولك هنا: http://sehaty-update.com/,0
هذه رسالة آلية. تنبيه: تم رصد عملية مشبوهة على حسابك. اتصل فوراً 0548255801,0
تواكلنا: طلبك رقم 759221 قيد المعالجة.,1
DHL: تم تسليم شحنتك بنجاح.,1
تذكير: لديك موعد مجدول غداً الساعة 21:30. لإدارة الموعد: https://www.fedex.com/,1
زاجل: سيتم توصيل طلبك اليوم بين الساعة 9:00 و12:30.,1
تحذير: تم اكتشاف محاولة اختراق لحسابك! سارع بزيارة mobily-rewards.cc لتجنب الاختراق وحماية بياناتك.,0
وظائف حكومية شاغرة. التقديم: http://is.gd/Z1WAUs,0
عزيزي العميل، تم استلام طلبك رقم 1823374 وهو الآن قيد المعالجة. https://www.aramex.com/,1
تم تعيين مندوب لطلبك. تواصل معه: 0523417922,1
عزيزي المشترك، تم تعليق حسابك في توكلنا. يرجى إعادة تفعيل الحساب وتوثيق الهوية هنا: http://tawakkalna.net/,0
سمسا: لم نتمكن من توصيل طردك. قم بتحديث بياناتك الآن على smsa-update.club,0
تذكير: لديك موعد مجدول غداً الساعة 8:30. لإدارة الموعد: https://www.dhl.com/,1
تم تحديث حالة شحنتك رقم 5004900، هي الآن في طريقها إلى الرياض. https://tawakkalna.sdaia.gov.sa/,1
تذكير بموعد صيانة سيارتك. للتأكيد: 920281973,1
زين: استهلاكك للبيانات وصل 80%. لترقية باقتك زر sab.com,1
حسابك بحاجة لتحديث. ادخل على https://5alam.com.sa/update رقم المرجع: 770487,0
هذه رسالة آلية. عزيزي عميل ساب، تسجيل دخول غير مصرح. يرجى تأكيد هويتك عبر sab-update.club رقم المرجع: 770487,0
تم إرسال رمز التحقق: 2386. صالح لمدة 5 دقائق.,1
تم تأكيد شحن رصيدك بمبلغ 50 ريال. للاستعلام عن رصيدك المتبقي، قم بإرسال رصيد إلى 959. STC.,1
سائقك في الطريق. للتواصل: 0575760850,1
تنبيه هام: لاحظنا نشاطاً غير عادي على حسابك يتطلب تحديث بياناتك فوراً.,0
الجزيرة: شكراً لتقييمك! نسعد بخدمتك دائماً.,1
زين: تم اكتشاف تسجيل دخول غير مصرح على حسابك. سارع بالدخول إلى zain-update.club,0
إشعار نهائي من صحتي: لديك مخالفة غير مسددة بقيمة 150 ريال. سدد الآن لتجنب المساءلة: http://sehaty.net/,0
ناجز: طلبك رقم 656361 قيد المعالجة.,1
رسالة من خدمة العملاء: تهانينا! تم اختيارك للحصول على باقة إنترنت مجانية لمدة سنة. أدخل بياناتك على http://shorturl.at/6knlce رقم المرجع: 770487,0
هذه رسالة آلية. إشعار من منصة قوى: يرجى تحديث رقم الهوية قبل قبل نهاية الشهر. قم بتحديث بياناتك الآن على qiwa.com.golv,0
استمتع بعرض خاص: اشتراك بـ 2 جيجابايت بسعر 30 ريال شهرياً من شركة موبايلي.,1
رمز التحقق الخاص بك هو 8202. لا تشارك هذا الرمز مع أحد للسرية. https://www.fedex.com/,1
ساب: حسابك معرض للإغلاق. لإعادة التفعيل: sab-sa.net مع تحيات فريق الدعم.,0
تذكير: موعدك في العيادة يوم الخميس الساعة 10:30.,1
رسالة من خدمة العملاء: نقل: شحنتك رقم SA17251463 تحتاج تأكيد هوية المستلم. اضغط على الرابط نقل-update.cc,0
رسالة من خدمة العملاء: تحديث شحنة أرامكس: تم تأخيرها بسبب رسوم جمركية. يرجى الدخول إلى aramex-ksa.xyz,0
مبروك! لقد فزت بجائزة نقدية من نفاذ. للمطالبة بالجائزة، أدخل بياناتك البنكية هنا: http://nafath-secure.net/,0
رمز التحقق الخاص بك هو 1079. لا تشارك هذا الرمز مع أحد للسرية. https://www.smsaexpress.com/,1
فيرجن: نظام الحماية اكتشف نشاط مشبوه. سارع بالدخول إلى myvirgin.online,0
عزيزي العميل، تم إيقاف خدماتك مؤقتاً لعدم تحديث البيانات. حدثها الآن لتجنب الإيقاف النهائي: http://balady-update.com/,0
عزيزي العميل، تم استلام طلبك رقم 4235484 وهو الآن قيد المعالجة. https://www.dhl.com/,1
تم تفعيل حزمة الإنترنت الشهرية بسرعة 5G. استمتع بتصفح الإنترنت بسلاسة. Mobily.,1
لا ترد على هذه الرسالة. أنت الفائز! الجزيرة تقدم لك آيفون 16 برو ماكس. استلمها الآن: aljazira.corn.sa شكراً لتعاونكم.,0
تنبيه أمني: تم رصد محاولة دخول مشبوهة لحسابك في FedEx. يرجى التأكيد فوراً: http://fedex-ksa.xyz/,0
مبروك! لقد فزت بجائزة نقدية من أبشر. للمطالبة بالجائزة، أدخل بياناتك البنكية هنا: http://absher.xyz/,0
لا ترد على هذه الرسالة. لقد تم اختيارك للفوز بمكافأة مالية ضخمة من Zain! سارع بالدخول إلى http://shorturl.at/NXp9Hb رقم المرجع: 770487,0
تم تعليق خدماتك البنكية. للتفعيل اتصل على 0590529679,0
هذه رسالة آلية. نفاذ: صلاحية التحقق منتهية. اضغط على الرابط nafath-verify.site,0
قم بتقييم زيارتك لفرعنا وشاركنا رأيك. اضغط على الرابط لتعبئة الاستبيان. STC.,1
شريكنا في بنك الرياض، نرجو منك تحديث بياناتك السنوية لضمان استمرار الخدمة: https://www.riyadbank.com/update-info,1
تم تأكيد طلبك رقم 878592. خدمة العملاء: 920519273,1
بطاقة الصراف الآلي مغلقة، يرجى الاتصال بهذا الرقم للتحديث 0511361006,0
الأهلي: حسابك تم تقييده. لإعادة التفعيل: alahli-login.xyz مع تحيات فريق الدعم.,0
تم تحديث سياسة الخصوصية، يُرجى تفعيل الإشعارات للمتابعة عبر stc-portal.net,0
إشعار رسمي: لتأمين حسابك: https://alr1yad.com.sa/secure,0
شحنتك رقم 4375298 محتجزة لدى الجمارك. يرجى سداد رسوم التخليص ( 34 ريال) عبر الرابط: http://balady.net/,0
مصرف الراجحي: شكراً لتقييمك! نسعد بخدمتك دائماً.,1
سائقك في الطريق. للتواصل: 0526497586,1
إشعار من المستشفى: يرجى تحديث رقم الهوية قبل اليوم. قم بتحديث بياناتك الآن على http://bit.ly/74mudMbA رقم المرجع: 770487,0
تذكير بموعد صيانة سيارتك. للتأكيد: 920698988,1
آخر محاولة توصيل من زاجل. تم تأخيرها بسبب رسوم جمركية. أدخل بياناتك على secure-zajil.xyz,0
تحذير من فيرجن: تسجيل دخول غير مصرح. يرجى الدخول إلى virgin-update.club لتأمين حسابك,0
تم تأكيد شحن رصيدك بمبلغ 20 ريال من شركة موبايلي. للتحقق من الرصيد الحالي، زر mobily.com.sa,1
نقل: شحنتك في الطريق. الموعد المتوقع: الأحد.,1
عزيزي العميل، تم إيقاف خدماتك مؤقتاً لعدم تحديث البيانات. حدثها الآن لتجنب الإيقاف النهائي: http://balady-verify.info/,0
"ساب: عملية شراء بمبلغ 10,000 ريال من كارفور.",1
تم إيداع مبلغ في حسابك لدى البنك السعودي للاستثمار (SAIB). للاطلاع على كشف الحساب: https://www.saib.com.sa/statements,1
STC: رصيدك الحالي 200 ريال.,1
تنبيه: تم اكتشاف محاولة احتيال على حسابك! قم بزيارة stc-portal.net لإعادة ضبط كلمة المرور الخاصة بك.,0
شكراً لزيارتك المستشفى. للملاحظات: 920212681,1
عاجل: تم إيقاف بطاقة الصراف الخاصة بك من البنك السعودي الأول (ساب). لتنشيطها يرجى زيارة الرابط: https://bank-card-activation.online,0
UPS: شحنتك وصلت مركز التوزيع في الخبر.,1
تحذير: قد يتم إيقاف خدمتك في أي لحظة إذا لم تقم بتحديث بيانات حسابك على stc-portal.net,0
تنبيه: تم رصد نشاط غير مألوف على حسابك! زوروا stc-portal.net لمعرفة التفاصيل وحماية حسابك.,0
تحذير من الرياض: محاولة اختراق. يرجى الدخول إلى alriyad-secure.top لتأمين حسابك,0
نحيطكم علماً بأن شحنتك من توكلنا جاهزة للاستلام في فرع مكة المكرمة. https://tawakkalna.sdaia.gov.sa/,1
تنبيه أمني من الأهلي: محاولة اختراق. قم بتحديث بياناتك على secure-alahli.online,0
عاجل! خدمتك ستتوقف خلال 24 ساعة ما لم تقم بتحديث بياناتك.,0
تحديث شحنة نقل: تحتاج تأكيد هوية المستلم. يرجى الدخول إلى http://ow.ly/MwMtd,0
ولي العهد وجّه بمشروع جديد. التفاصيل: http://tinyurl.com/firP8XU رقم المرجع: 770487,0
رمز التحقق الخاص بك هو 4423. لا تشارك هذا الرمز مع أحد للسرية. https://tawakkalna.sdaia.gov.sa/,1
شحنتك رقم 6834146 محتجزة لدى الجمارك. يرجى سداد رسوم التخليص ( 117 ريال) عبر الرابط: http://dhl-express-verify.info/,0
بلدي: طلبك رقم 796117 قيد المعالجة.,1
أرامكس: شحنتك في الطريق. الموعد المتوقع: الخميس.,1
سمسا: شحنتك محتجزة. لاستلامها: http://rb.gy/DQ59r مع تحيات فريق الدعم.,0
هذه رسالة آلية. إشعار من تطمن: يرجى تحديث رقم الهوية قبل غداً. قم بتحديث بياناتك الآن على تطمن.com.golv مع تحيات فريق الدعم.,0
إشعار أمني: تم اكتشاف محاولة اختراق. يجب تغيير كلمة المرور فوراً.,0
عزيزي المستفيد، تم إصدار الوثيقة الخاصة بك. يمكنك استلامها من الفرع أو عبر https://www.sehaty.sa/,1
ناقل: شحنتك رقم SA38262427 تم تأخيرها بسبب رسوم جمركية. سارع بالدخول إلى http://tinyurl.com/W6UGBk0h,0
Zain: حسابك تم تعليقه مؤقتاً. لإعادة التفعيل: zain-sa.net,0
إشعار نهائي من FedEx: لديك مخالفة غير مسددة بقيمة 135 ريال. سدد الآن لتجنب المساءلة: http://fedex-ksa-secure.net/,0
زبوننا العزيز، تم تفعيل باقة الإنترنت الجديدة بنجاح. استمتع بتصفح الإنترنت بسرعة عالية.,1
شكراً لاستخدامك خدمات DHL. تم تنفيذ طلبك رقم 8039018 بنجاح. https://www.dhl.com/,1
إمسال: شحنتك رقم SA91043555 تم تأخيرها بسبب رسوم جمركية. أدخل بياناتك على إمسال-secure.xyz مع تحيات فريق الدعم.,0
عزيزي المشترك، تم تعليق حسابك في سُبل. يرجى إعادة تفعيل الحساب وتوثيق الهوية هنا: http://spl-sa-pay-sa.com/,0
لا ترد على هذه الرسالة. عزيزي عميل العربي، تسجيل دخول من جهاز غير معروف. يرجى تأكيد هويتك عبر alarabi-update.cc,0
رسالة من خدمة العملاء: عزيزي عميل الجزيرة، محاولة اختراق. يرجى تأكيد هويتك عبر myaljazira.online,0
أرامكس: سيتم توصيل طلبك اليوم بين الساعة 9:00 و5:30.,1
"العربي: عملية شراء بمبلغ 2,500 ريال من بنده.",1
شكراً لاختيارك زين. باقتك تتجدد بتاريخ 25/05.,1
لا ترد على هذه الرسالة. تحذير من سلام: عمليات غير معتادة. يرجى الدخول إلى salam-login.online لتأمين حسابك مع تحيات فريق الدعم.,0
الأهلي: تم تفعيل إشعارات العمليات على بطاقتك.,1
فني الصيانة سيزورك اليوم. للتنسيق: 0566809516,1
تذكير: موعدك في العيادة يوم الثلاثاء الساعة 10:30.,1
تم إيقاف حسابك مؤقتاً. للاستعلام تواصل على 0542174926,0
تم تأكيد موعدك مع د. خالد يوم الأحد.,1
مبروك! لقد فزت بجائزة نقدية من UPS. للمطالبة بالجائزة، أدخل بياناتك البنكية هنا: http://ups-shipping-update.com/,0
رسالة من خدمة العملاء: بنك الجزيرة: نظام الحماية اكتشف تسجيل دخول غير مصرح. سارع بالدخول إلى aljazira-ksa.xyz,0
هذه رسالة آلية. مكتب خدمات سائقين خاص للتواصل 0543965629,0
تذكير: لديك موعد مجدول غداً الساعة 14:30. لإدارة الموعد: https://www.iam.gov.sa/,1
زاجل: شحنتك محتجزة. لاستلامها: zajil-login.online شكراً لتعاونكم.,0
ليبارا: نظام الحماية اكتشف تسجيل دخول غير مصرح. سارع بالدخول إلى lebara-ksa.online شكراً لتعاونكم.,0
إشعار من طاقات: يرجى تحديث رقم الهوية قبل غداً. اضغط على الرابط taqat-ksa.online,0
عزيزي العميل، تم اكتشاف محاولة احتيال على حسابك! زوروا zain-pay.online لتأكيد بياناتك ومنع الاحتيال.,0
آخر محاولة توصيل من إمسال. بحاجة لدفع رسوم إضافية. سارع بالدخول إلى إمسال-login.xyz,0
شحنتك رقم 5477398 محتجزة لدى الجمارك. يرجى سداد رسوم التخليص ( 93 ريال) عبر الرابط: http://fedex-ksa-update.com/,0
عرض خاص! احصل على تخفيض 40% عند تجديد اشتراكك لمدة سنة مع شركة stc. ادفع الآن عبر stc.com.sa,1
آخر محاولة توصيل من زاجل. محتجزة في الجمارك. يرجى الدخول إلى http://cutt.ly/6LclE6,0
مبروك! حصلت على جائزة نقدية من D360 Bank بقيمة 5000 ريال. سجل هنا لاستلامها: https://d360-rewards-claim.info/win,0
